Accession	Virus_Name	NCBI_Taxonomy	Viruses	Realm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species
YP_002308578	Anagyris vein yellowing virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus anagyris	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus anagyris
YP_002308579	Anagyris vein yellowing virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Tymovirus;Tymovirus anagyris	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Tymoviridae	-	Tymovirus	-	Tymovirus anagyris
YP_002308580	Zantedeschia mild mosaic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae;Potyvirus;Potyvirus zantedeschiatenuis	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Stelpaviricetes	-	Patatavirales	-	Potyviridae	-	Potyvirus	-	-
YP_002308447	Hippeastrum latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308448	Hippeastrum latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308449	Hippeastrum latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308450	Hippeastrum latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308451	Hippeastrum latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308452	Hippeastrum latent virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_002308460	Poinsettia latent virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Polemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Polemovirus	-	-
YP_002308461	Poinsettia latent virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Polemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Polemovirus	-	-
YP_002308463	Poinsettia latent virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Polemovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Sobelivirales	-	Solemoviridae	-	Polemovirus	-	-
YP_002308464	Hosta virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002308465	Hosta virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002308466	Hosta virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002308467	Hosta virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002308468	Hosta virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002317202	Varicosavirus lactucae	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Varicosavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	-	-
YP_002317203	Varicosavirus lactucae	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Varicosavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	-	-
YP_002317204	Varicosavirus lactucae	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Varicosavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	-	-
YP_002317205	Varicosavirus lactucae	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Varicosavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	-	-
YP_002317206	Varicosavirus lactucae	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Varicosavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	-	-
YP_002308496	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308497	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308498	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308499	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308500	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308501	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308502	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308503	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308504	Thrush coronavirus HKU12-600	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	-
YP_002308505	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308506	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308507	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308508	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308509	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308510	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308511	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308512	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308513	Munia coronavirus HKU13-3514	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Deltacoronavirus;Buldecovirus;Munia coronavirus HKU13	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Nidovirales	Cornidovirineae	Coronaviridae	Orthocoronavirinae	Deltacoronavirus	Buldecovirus	Munia coronavirus HKU13
YP_002308565	Peach mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Trichovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Trichovirus	-	-
YP_002308566	Peach mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Trichovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Trichovirus	-	-
YP_002308567	Peach mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Trichovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Trichovirus	-	-
YP_002308568	Peach mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Trivirinae;Trichovirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Trivirinae	Trichovirus	-	-
YP_002308574	Beet cryptic virus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;Alphapartitivirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Partitiviridae	-	Alphapartitivirus	-	-
YP_002308575	Beet cryptic virus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;Alphapartitivirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Partitiviridae	-	Alphapartitivirus	-	-
YP_002308576	Varicosavirus lactucae	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Varicosavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	-	-
YP_002321510	Southern tomato virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Amalgaviridae;Amalgavirus;Amalgavirus lycopersici	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Amalgaviridae	-	Amalgavirus	-	Amalgavirus lycopersici
YP_002321509	Southern tomato virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Amalgaviridae;Amalgavirus;Amalgavirus lycopersici	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Amalgaviridae	-	Amalgavirus	-	Amalgavirus lycopersici
YP_002321511	Bougainvillea chlorotic vein banding virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus venabougainvilleae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002321512	Bougainvillea chlorotic vein banding virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus venabougainvilleae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002321513	Bougainvillea chlorotic vein banding virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus venabougainvilleae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002321514	Bougainvillea chlorotic vein banding virus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus;Badnavirus venabougainvilleae	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_002332929	Potato virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002332930	Potato virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002332931	Potato virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002332932	Potato virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002332933	Potato virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002333479	Soybean yellow mottle mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Gammacarmovirus;Gammacarmovirus glycinis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Gammacarmovirus	-	Gammacarmovirus glycinis
YP_002333477	Soybean yellow mottle mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Gammacarmovirus;Gammacarmovirus glycinis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Gammacarmovirus	-	Gammacarmovirus glycinis
YP_002333480	Soybean yellow mottle mosaic virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Procedovirinae;Gammacarmovirus;Gammacarmovirus glycinis	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Tolucaviricetes	-	Tolivirales	-	Tombusviridae	Procedovirinae	Gammacarmovirus	-	Gammacarmovirus glycinis
YP_002333271	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333272	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333273	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333274	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333275	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333276	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333277	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333278	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333279	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002333280	Hapavirus wongabel	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Hapavirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Hapavirus	-	-
YP_002341559	Schlumbergera virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
YP_002341560	Schlumbergera virus X	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Alphaflexiviridae;Potexvirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Alphaflexiviridae	-	Potexvirus	-	-
