Accession	Virus_Name	NCBI_Taxonomy	Viruses	Realm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species
YP_009275354	Jasmine virus C	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009275355	Jasmine virus C	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009276355	Rosellinia necatrix endornavirus 1	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Rosellinia necatrix betaendornavirus 1	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Martellivirales	-	Endornaviridae	-	Betaendornavirus	-	Rosellinia necatrix betaendornavirus 1
YP_009288952	Sanxia water strider virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Sanstrivirus;Sanstrivirus gerridis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Sanstrivirus	-	Sanstrivirus gerridis
YP_009288953	Sanxia water strider virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Sanstrivirus;Sanstrivirus gerridis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Sanstrivirus	-	Sanstrivirus gerridis
YP_009288954	Sanxia water strider virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Sanstrivirus;Sanstrivirus gerridis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Sanstrivirus	-	Sanstrivirus gerridis
YP_009288955	Sanxia water strider virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Lispiviridae;Sanstrivirus;Sanstrivirus gerridis	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Lispiviridae	-	Sanstrivirus	-	Sanstrivirus gerridis
YP_009288956	Ligustrum virus A	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009288957	Ligustrum virus A	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009288958	Ligustrum virus A	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009288959	Ligustrum virus A	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009288960	Ligustrum virus A	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009288961	Ligustrum virus A	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Quinvirinae;Carlavirus	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Alsuviricetes	-	Tymovirales	-	Betaflexiviridae	Quinvirinae	Carlavirus	-	-
YP_009289348	Sanxia Water Strider Virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009289349	Sanxia Water Strider Virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009289350	Sanxia Water Strider Virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009289351	Sanxia Water Strider Virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009289352	Sanxia Water Strider Virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009290630	Rosavirus C	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kodimesavirinae;Rosavirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Kodimesavirinae	Rosavirus	-	-
YP_009293590	Huangpi Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phenuiviridae	-	Phlebovirus	-	-
YP_009293591	Huangpi Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phenuiviridae	-	Phlebovirus	-	-
YP_009293592	Huangpi Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phenuiviridae	-	Phlebovirus	-	-
YP_009293593	Huangpi Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Phenuiviridae	-	Phlebovirus	-	-
YP_009287860	Bole Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Alpharicinrhavirus;Alpharicinrhavirus bole	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus	-	Alpharicinrhavirus bole
YP_009287861	Bole Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Alpharicinrhavirus;Alpharicinrhavirus bole	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus	-	Alpharicinrhavirus bole
YP_009287862	Bole Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Alpharicinrhavirus;Alpharicinrhavirus bole	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus	-	Alpharicinrhavirus bole
YP_009287863	Bole Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Alpharicinrhavirus;Alpharicinrhavirus bole	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus	-	Alpharicinrhavirus bole
YP_009287864	Bole Tick Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Alpharicinrhavirus;Alpharicinrhavirus bole	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus	-	Alpharicinrhavirus bole
YP_009288318	Huangpi Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009288319	Huangpi Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009288320	Huangpi Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009288321	Huangpi Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009288322	Huangpi Tick Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	-	-	-
YP_009290629	Rosavirus B	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Kodimesavirinae;Rosavirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Pisoniviricetes	-	Picornavirales	-	Picornaviridae	Kodimesavirinae	Rosavirus	-	-
YP_009293580	Cannabis cryptic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;Betapartitivirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Partitiviridae	-	Betapartitivirus	-	-
YP_009293586	Cannabis cryptic virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;Betapartitivirus	Viruses	Riboviria	Orthornavirae	Pisuviricota	-	Duplopiviricetes	-	Durnavirales	-	Partitiviridae	-	Betapartitivirus	-	-
YP_009293587	Huangpi Tick Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus huangpiense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Orthonairovirus	-	Orthonairovirus huangpiense
YP_009293588	Huangpi Tick Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus huangpiense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Orthonairovirus	-	Orthonairovirus huangpiense
YP_009293589	Huangpi Tick Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Orthonairovirus;Orthonairovirus huangpiense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Orthonairovirus	-	Orthonairovirus huangpiense
YP_009293594	Sanxia Water Strider Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Striwavirus;Striwavirus sanxiaense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Striwavirus	-	Striwavirus sanxiaense
YP_009293595	Sanxia Water Strider Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Striwavirus;Striwavirus sanxiaense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Striwavirus	-	Striwavirus sanxiaense
YP_009293596	Sanxia Water Strider Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Striwavirus;Striwavirus sanxiaense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Striwavirus	-	Striwavirus sanxiaense
YP_009300661	Shayang Fly Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Aliusviridae;Ollusvirus;Ollusvirus shayangense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Aliusviridae	-	Ollusvirus	-	Ollusvirus shayangense
YP_009300662	Shayang Fly Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Aliusviridae;Ollusvirus;Ollusvirus shayangense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Aliusviridae	-	Ollusvirus	-	Ollusvirus shayangense
YP_009300663	Shayang Fly Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Jingchuvirales;Aliusviridae;Ollusvirus;Ollusvirus shayangense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Jingchuvirales	-	Aliusviridae	-	Ollusvirus	-	Ollusvirus shayangense
YP_009300664	Shayang Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus shayang
YP_009300665	Shayang Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus shayang
YP_009300666	Shayang Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus shayang
YP_009300667	Shayang Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus shayang
YP_009300668	Shayang Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus shayang
YP_009300669	Shayang Fly Virus 2	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Sigmavirus;Sigmavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Alpharhabdovirinae	Sigmavirus	-	Sigmavirus shayang
YP_009300670	Shayang Fly Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus shayang
YP_009300671	Shayang Fly Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus shayang
YP_009300672	Shayang Fly Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus shayang
YP_009300673	Shayang Fly Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus shayang
YP_009300674	Shayang Fly Virus 3	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus;Alphadrosrhavirus shayang	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	-	Alphadrosrhavirus	-	Alphadrosrhavirus shayang
YP_009300675	Shuangao Bedbug Virus 2	Viruses;Riboviria	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_009300676	Shuangao Bedbug Virus 2	Viruses;Riboviria	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_009300677	Shuangao Bedbug Virus 2	Viruses;Riboviria	Viruses	Riboviria	-	-	-	-	-	-	-	-	-	-	-	-
YP_009300678	Shayang Spider Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Shaspivirus;Shaspivirus aranei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Shaspivirus	-	Shaspivirus aranei
YP_009300679	Shayang Spider Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Shaspivirus;Shaspivirus aranei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Shaspivirus	-	Shaspivirus aranei
YP_009300680	Shayang Spider Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Nairoviridae;Shaspivirus;Shaspivirus aranei	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Nairoviridae	-	Shaspivirus	-	Shaspivirus aranei
YP_009300681	Shuangao Insect Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Shangavirus;Shangavirus shuangaoense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Peribunyaviridae	-	Shangavirus	-	Shangavirus shuangaoense
YP_009300682	Shuangao Insect Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Shangavirus;Shangavirus shuangaoense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Peribunyaviridae	-	Shangavirus	-	Shangavirus shuangaoense
YP_009300683	Shuangao Insect Virus 1	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Peribunyaviridae;Shangavirus;Shangavirus shuangaoense	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Polyploviricotina	Ellioviricetes	-	Bunyavirales	-	Peribunyaviridae	-	Shangavirus	-	Shangavirus shuangaoense
YP_009222007	Banzi virus	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Orthoflavivirus;Orthoflavivirus banziense	Viruses	Riboviria	Orthornavirae	Kitrinoviricota	-	Flasuviricetes	-	Amarillovirales	-	Flaviviridae	-	Orthoflavivirus	-	Orthoflavivirus banziense
YP_009300684	Wuhan Insect virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus alphawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus alphawuhaninsectum
YP_009300685	Wuhan Insect virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus alphawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus alphawuhaninsectum
YP_009300686	Wuhan Insect virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus alphawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus alphawuhaninsectum
YP_009300687	Wuhan Insect virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus alphawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus alphawuhaninsectum
YP_009300688	Wuhan Insect virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus alphawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus alphawuhaninsectum
YP_009300689	Wuhan Insect virus 4	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus alphawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus alphawuhaninsectum
YP_009300870	Wuhan Insect virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus betawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus betawuhaninsectum
YP_009300871	Wuhan Insect virus 5	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Betarhabdovirinae;Cytorhabdovirus;Cytorhabdovirus betawuhaninsectum	Viruses	Riboviria	Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes	-	Mononegavirales	-	Rhabdoviridae	Betarhabdovirinae	Cytorhabdovirus	-	Cytorhabdovirus betawuhaninsectum
